TicketID,CreatedDate,ClosedDate,Priority,Status,CategoryID,CategoryText,Department,AssignedAgentID,FirstResponseMinutes,ReopenedFlag
T0004856,2025-11-17 07:44:48.524794,2025-11-20 23:02:26.057622,P4,Closed,C004,Password Reset / Account Lock,IT,A0052,52.0,0
T0002571,2025-03-22 07:09:48.524794,,P4,Open,C005,software install,Customer Support,A0030,24.0,0
T0003975,2025-08-14 12:15:48.524794,,P3,Open,C006,REPLACE LAPTOP,Engineering,A0024,61.0,0
T0002220,2025-02-12 08:13:48.524794,2025-02-12 20:03:57.404512,P3,Closed,C005,SOFTWARE INSTALL,Sales,A0045,59.0,0
T0003354,2025-06-10 23:13:48.524794,,Medium,in progress,C003,LAN CONNECTIVITY,Operations,A0045,35.0,0
T0002032,2025-01-25 20:01:48.524794,2025-01-25 22:55:33.428158,P1,Resolved,C012,Teams Issue,Finance,A0004,3.0,0
T0000765,2024-09-14 05:17:48.524794,,P2,In Progress,C003,LAN Connectivity ,I.T.,A0008,82.0,0
T0001534,2024-12-04 23:11:48.524794,2024-12-05 13:27:39.278193,P3,Closed,C008,App Crash,Procurement,A0008,34.0,0
T0004365,2025-09-24 13:23:48.524794,2025-09-25 10:55:01.258173,P-3,Closed,C010,Security Alert,HR,A0059,15.0,0
T0001483,2024-11-29 02:15:48.524794,,High,In Progress,C007,Printer / Peripheral,Engineering,A0003,52.0,1
T0003476,2025-06-23 12:21:48.524794,,Medium,In Progress,C012,MS Teams / Collaboration,Operations,A0010,30.0,0
T0000103,2024-07-10 10:19:48.524794,,P4,In Progress,C007,Peripheral,Sales,A0001,6.0,0
T0003516,2025-06-27 06:40:48.524794,,P3,Open,C010,Security Incident,IT,A0031,92.0,1
T0003545,2025-06-29 19:27:48.524794,,P1,In Progress,C010,SECURITY ALERT,Engineering,A0041,254.0,0
T0001227,2024-11-02 08:29:48.524794,2024-11-03 04:38:06.785731,P3,Closed,C006,Hardware Replace,Finance,A0006,11.0,0
T0001380,2024-11-18 06:08:48.524794,2024-11-18 19:55:53.596086,P3,Resolved,C004,Password Reset / Account Lock,Finance,A0034,17.0,0
T0001040,2024-10-13 10:45:48.524794,,P2,Pending User,C003,LAN Connectivity,Sales,A0052,97.0,0
T0003325,2025-06-07 07:37:48.524794,2025-06-07 18:47:36.988437,P2,Closed,C009,Access Request,IT,A0044,119.0,0
T0003966,2025-08-14 01:01:48.524794,,P3,Open,C009,New Access,Marketing,A0003,12.0,0
T0001758,2024-12-29 12:29:48.524794,,P3,Open,C002,Remote Access,HR,A0055,30.0,0
T0000525,2024-08-19 13:18:48.524794,,P3,In Progress,C001,Email,Operations,A0006,40.0,1
T0001723,2024-12-25 22:31:48.524794,2024-12-26 13:09:56.729916,P3,Closed,C006,Hardware Replacement,Engineering,A0009,29.0,0
T0000700,2024-09-07 19:10:48.524794,,P4,In Progress,C009,Access Request,Operations,A0022,,0
T0001161,2024-10-26 14:50:48.524794,,P3,Open,C009,New Access,HR,A0026,40.0,0
T0002506,2025-03-15 17:20:48.524794,2025-03-16 00:21:11.803576,High,Resolved,C010,Security Incident,Customer Support,A0047,38.0,0
T0004298,2025-09-17 02:57:48.524794,2025-09-17 06:51:15.768990,P1,Closed,C002,Remote Access,IT,A0019,124.0,0
T0000658,2024-09-03 02:28:48.524794,2024-09-03 20:40:31.491885,P4,Closed,C002,VPN,HR,A0054,89.0,0
T0000019,2024-07-02 09:06:48.524794,2024-07-04 13:41:18.518171,P4,Closed,C001,Email Issue,Engineering,A0025,138.0,0
T0003357,2025-06-11 05:17:48.524794,,P2,In Progress,C002,VPN / Remote Access,Marketing,A0048,64.0,1
T0000012,2024-06-30 15:09:48.524794,,P2,In Progress,C008,Application Failure,IT,A0016,5.0,0
T0004627,2025-10-21 18:55:48.524794,,P3,In Progress,C003,Wifi Issue,HR,A0052,16.0,0
T0002587,2025-03-24 07:52:48.524794,2025-03-26 19:19:20.744807,P4,Closed,C007,Printer / Peripheral,Operations,A0046,24.0,0
T0002146,2025-02-05 14:18:48.524794,2025-02-05 23:47:51.234880,P3,Closed,C005,Install Software,IT,A0044,49.0,0
T0004429,2025-10-01 06:09:48.524794,2025-10-03 06:44:33.752058,P4,Closed,C005,Software Installation,HR,A0048,,0
T0002183,2025-02-09 02:20:48.524794,,High,Open,C008,Application Crash ,HR,A0019,125.0,0
T0000029,2024-07-03 07:49:48.524794,,P4,Pending User,C010,Security Alert ,Customer Support,A0023,91.0,0
T0002551,2025-03-19 20:59:48.524794,2025-03-21 04:27:56.629875,P3,Resolved,C002,VPN / Remote Access,I.T.,A0038,60.0,0
T0001121,2024-10-21 14:53:48.524794,2024-10-21 20:11:41.423034,P-2,Resolved,C007,Peripheral,Customer Support,A0045,110.0,0
T0001445,2024-11-25 11:16:48.524794,2024-11-28 05:56:11.988083,P4,Closed,C004,Password Reset / Account Lock,Finance,A0026,257.0,0
T0001397,2024-11-21 13:31:48.524794,2024-11-23 03:36:49.307534,P3,Closed,C003,WIFI ISSUE,Sales,A0060,145.0,0
T0004251,2025-09-12 14:57:48.524794,,P4,Open,C008,Application Crash,Customer Support,A0028,103.0,0
T0002926,2025-04-29 18:56:48.524794,2025-04-30 04:56:32.970236,P3,Resolved,C009,New Access,Operations,A0003,6.0,1
T0001739,2024-12-27 09:42:48.524794,2024-12-27 16:05:27.148633,P2,Closed,C001,Email ,Engineering,A0027,28.0,1
T0003193,2025-05-25 06:01:48.524794,,P1,In Progress,C011,Performance / Slowness,Customer Support,A0021,41.0,0
T0003863,2025-08-02 08:53:48.524794,,P4,Open,C004,PWD RESET,Finance,A0010,15.0,0
T0000897,2024-09-27 23:54:48.524794,2024-09-28 02:03:37.380764,P2,Resolved,C006,Replace Laptop,Marketing,A0051,103.0,0
T0001662,2024-12-18 16:21:48.524794,2024-12-19 08:25:12.928229,P2,Closed,C003,WI-FI / LAN CONNECTIVITY,Engineering,A0052,7.0,0
T0003138,2025-05-19 21:46:48.524794,2025-05-20 01:38:17.041829,P2,Closed,C008,App Crash,Engineering,A0052,15.0,0
T0004986,2025-11-30 12:48:48.524794,,P4,In-Progress,C004,pwd reset,Operations,A0007,88.0,0
T0004182,2025-09-06 04:32:48.524794,2025-09-06 07:52:37.478553,P1,Closed,C004,Password Reset / Account Lock,Finance,A0019,224.0,0
T0005082,2025-12-08 22:17:48.524794,,Medium,Pending User,C008,Application Crash,Finance,A0033,36.0,0
T0002434,2025-03-06 09:39:48.524794,2025-03-08 00:27:05.829189,Low,Resolved,C009,Access Req,Engineering,A0032,,0
T0002089,2025-01-30 11:28:48.524794,2025-01-30 20:47:45.420876,P3,Closed,C004,Password Reset / Account Lock,Engineering,A0048,29.0,0
T0001627,2024-12-14 23:05:48.524794,2024-12-15 02:07:21.328332,P1,Closed,C005,Software Install,Finance,A0051,24.0,0
T0004580,2025-10-16 14:00:48.524794,2025-10-17 01:25:40.914766,P3,Closed,C004,Password Reset / Account Lock,Operations,A0060,41.0,0
T0003631,2025-07-08 13:45:48.524794,,P4,Open,C001,Email Issue,Engineering,A0018,17.0,0
T0000769,2024-09-14 12:51:48.524794,,P3,In Progress,C003,WIFI ISSUE,Engineering,A0059,127.0,0
T0001189,2024-10-29 17:49:48.524794,2024-10-30 06:53:24.490384,P3,Resolved,C008,App Crash,HR,A0050,160.0,0
T0003538,2025-06-29 07:14:48.524794,2025-06-29 20:49:39.464025,P3,Closed,C007,Peripheral,Engineering,A0041,39.0,0
T0002970,2025-05-04 05:26:48.524794,,P3,Open,C009,new access,Operations,A0005,,0
T0003840,2025-07-31 11:15:48.524794,,P1,Open,C012,Teams Issue,Sales,A0028,39.0,0
T0000022,2024-07-02 15:57:48.524794,2024-07-02 18:23:14.176444,P2,Resolved,C012,Teams Issue,Finance,A0019,18.0,0
T0004912,2025-11-22 23:37:48.524794,2025-11-23 20:17:49.727198,P3,Resolved,C006,Replace Laptop,Sales,A0025,50.0,0
T0002135,2025-02-04 09:26:48.524794,2025-02-04 13:22:22.976642,P1,Closed,C006,Hardware Replace ,Engineering,A0026,166.0,0
T0001809,2025-01-02 16:17:48.524794,2025-01-02 22:00:26.741938,P2,Resolved,C004,Pwd Reset,Customer Support,A0024,25.0,0
T0004788,2025-11-09 01:28:48.524794,2025-11-13 23:45:49.051368,P4,Closed,C011,Performance / Slowness ,Finance,A0018,10.0,0
T0001873,2025-01-08 18:23:48.524794,2025-01-09 20:07:20.604773,P3,Closed,C010,ALERT - SECURITY,HR,A0039,55.0,0
T0001379,2024-11-18 04:16:48.524794,2024-11-21 08:00:36.164730,P4,Resolved,C007,Peripheral,HR,A0047,7.0,0
T0002886,2025-04-24 21:45:48.524794,,P4,Pending User,C004,Password Reset / Account Lock,Marketing,A0017,98.0,0
T0003367,2025-06-12 07:00:48.524794,2025-06-13 04:17:53.753141,P3,Closed,C012,collaboration tool,Operations,A0026,14.0,0
T0001376,2024-11-17 13:59:48.524794,,P2,In Progress,C004,Password Reset / Account Lock,Engineering,A0026,81.0,0
T0004154,2025-09-03 19:54:48.524794,,P3,In Progress,C005,Software Install,Customer Support,A0042,38.0,0
T0002494,2025-03-13 18:38:48.524794,2025-03-14 05:55:54.065213,P3,Closed,C005,INSTALL SOFTWARE,Operations,A0009,41.0,0
T0001650,2024-12-17 01:45:48.524794,2024-12-17 17:16:52.952537,High,Resolved,C011,Slowness,Finance,A0050,36.0,0
T0001554,2024-12-07 01:32:48.524794,,P2,In Progress,C009,Access Req,Engineering,A0053,138.0,0
T0005121,2025-12-12 23:03:48.524794,2025-12-13 05:15:30.809413,P2,Resolved,C010,Alert - Security,HR,A0004,24.0,0
T0002537,2025-03-18 11:09:48.524794,,P4,In Progress,C010,Security Alert,Customer Support,A0012,,0
T0004987,2025-11-30 13:38:48.524794,,P3,In Progress,C012,Collaboration Tool,Engineering,A0059,37.0,0
T0000745,2024-09-12 12:32:48.524794,2024-09-12 13:42:19.916186,P1,Closed,C004,Account Locked ,Sales,A0010,56.0,0
T0004709,2025-10-30 20:19:48.524794,2025-11-05 00:16:28.835317,P4,Closed,C011,PERFORMANCE / SLOWNESS,Sales,A0040,11.0,0
T0001427,2024-11-24 00:19:48.524794,2024-11-24 08:19:28.329110,P3,Closed,C004,PASSWORD RESET / ACCOUNT LOCK,Operations,A0042,141.0,0
T0004586,2025-10-17 06:42:48.524794,,High,In Progress,C006,HARDWARE REPLACEMENT,Finance,A0032,62.0,0
T0005011,2025-12-02 15:55:48.524794,,P3,Open,C003,Wifi Issue,Finance,A0049,147.0,0
T0003832,2025-07-30 10:28:48.524794,2025-08-01 12:51:05.847928,P3,Closed,C008,App Crash,Procurement,A0055,,0
T0003352,2025-06-10 16:19:48.524794,2025-06-10 17:09:53.488717,Critical,Closed,C012,Collaboration Tool,Engineering,A0031,52.0,1
T0002044,2025-01-27 08:48:48.524794,,P3,Pending User,C008,App Crash,Sales,A0034,7.0,0
T0001673,2024-12-20 03:55:48.524794,2024-12-20 12:06:44.259210,P3,Closed,C001,Email Issue,Operations,A0028,19.0,0
T0002319,2025-02-22 06:18:48.524794,2025-02-25 01:46:49.743335,P4,Closed,C004,pwd reset,Operations,A0012,7.0,0
T0003785,2025-07-25 20:07:48.524794,2025-07-27 12:35:22.960741,P4,Closed,C003,LAN Connectivity,Operations,A0050,,0
T0000371,2024-08-05 04:30:48.524794,2024-08-05 09:30:11.937482,P2,Closed,C012,COLLABORATION TOOL,Engineering,A0059,100.0,1
T0002133,2025-02-04 05:31:48.524794,2025-02-04 13:25:28.312878,P2,Closed,C001,Email Issue,HR,A0055,30.0,1
T0004362,2025-09-24 01:25:48.524794,2025-09-24 03:55:07.868558,P2,Closed,C004,Password Reset / Account Lock,Customer Support,A0010,39.0,0
T0005176,2025-12-19 02:12:48.524794,,P-3,Pending User,C004,Pwd Reset ,Customer Support,A0004,70.0,0
T0002959,2025-05-03 07:06:48.524794,,Low,In Progress,C010,Alert - Security,Finance,A0011,32.0,0
T0001367,2024-11-16 20:23:48.524794,2024-11-17 15:50:25.402477,P3,Closed,C006,HARDWARE REPLACE,Operations,A0011,25.0,0
T0000152,2024-07-15 19:28:48.524794,,P3,Pending User,C004,ACCOUNT LOCKED ,Operations,A0010,14.0,0
T0002465,2025-03-11 01:12:48.524794,,P1,Open,C004,Pwd Reset,Customer Support,A0023,155.0,0
T0002171,2025-02-07 16:02:48.524794,,P3,In Progress,C008,APPLICATION CRASH,Sales,A0029,9.0,0
T0000357,2024-08-04 10:41:48.524794,2024-08-04 16:05:41.563551,P2,Closed,C008,Application Failure,Legal,A0027,24.0,0
T0001515,2024-12-02 10:48:48.524794,2024-12-05 04:03:54.098241,P4,CLOSED,C003,LAN Connectivity,Engineering,A0024,,0
T0005125,2025-12-13 06:39:48.524794,,P1,Pending User,C011,performance issue,HR,A0060,30.0,0
T0001279,2024-11-07 10:14:48.524794,2024-11-07 13:47:39.259818,P2,Closed,C006,Hardware Replace,Sales,A0025,16.0,0
T0000145,2024-07-14 14:17:48.524794,,P3,Pending User,C006,Hardware Replacement,Customer Support,A0055,39.0,0
T0004628,2025-10-21 21:58:48.524794,2025-10-22 06:08:16.413233,P3,Resolved,C011,performance / slowness,Engineering,A0034,37.0,0
T0004906,2025-11-22 08:31:48.524794,2025-11-23 06:01:58.097348,P3,Closed,C012,MS Teams / Collaboration,Customer Support,A0053,7.0,1
T0003649,2025-07-10 04:32:48.524794,2025-07-10 08:17:14.771810,P2 ,Closed,C006,Replace Laptop,IT,A0052,33.0,0
T0002811,2025-04-17 15:27:48.524794,2025-04-20 12:03:59.150613,Low,Resolved,C004,Pwd Reset,IT,A0029,6.0,0
T0000874,2024-09-25 21:53:48.524794,,P3,Open,C011,SLOWNESS,Operations,A0044,,0
T0003267,2025-06-01 09:02:48.524794,,P3,Open,C004,Account Locked,Legal,A0033,7.0,0
T0004469,2025-10-06 02:21:48.524794,,High,Open,C006,REPLACE LAPTOP,Engineering,A0047,229.0,0
T0000027,2024-07-03 01:06:48.524794,2024-07-03 09:35:03.602263,Medium,Closed,C009,Access Req,Finance,A0012,56.0,0
T0000433,2024-08-10 22:07:48.524794,2024-08-11 08:03:34.430498,Medium,Closed,C011,Performance Issue,Operations,A0030,192.0,0
T0004674,2025-10-26 13:50:48.524794,,P3,In Progress,C008,Application Crash,Finance,A0027,178.0,0
T0001479,2024-11-28 18:59:48.524794,,P3,In Progress,C011,Performance Issue,IT,A0025,16.0,0
T0002073,2025-01-29 13:32:48.524794,2025-01-29 16:00:28.573754,Critical,Closed,C007,Printer Issue ,Customer Support,A0029,155.0,0
T0004833,2025-11-15 03:23:48.524794,2025-11-16 11:24:24.558795,P4,Closed,C007,Printer / Peripheral,Engineering,A0058,12.0,0
T0004475,2025-10-06 18:20:48.524794,,P-3,In Progress,C004,Account Locked,Sales,A0058,13.0,0
T0002093,2025-01-30 22:04:48.524794,,P2,In Progress,C006,Hardware Replacement,Engineering,A0016,94.0,0
T0003736,2025-07-20 03:11:48.524794,2025-07-20 21:57:56.347039,P2,Closed,C003,Wifi Issue,IT,A0033,44.0,0
T0000137,2024-07-13 16:50:48.524794,,P3,Open,C005,SOFTWARE INSTALL,Sales,A0037,130.0,1
T0004363,2025-09-24 05:37:48.524794,,P2,Open,C005,Software Installation ,Engineering,A0034,1.0,0
T0002671,2025-04-01 20:40:48.524794,2025-04-02 11:59:49.785151,P3,Resolved,C006,HARDWARE REPLACEMENT,Sales,A0059,22.0,0
T0004884,2025-11-19 22:43:48.524794,,P1,Open,C003,Wi-Fi / LAN Connectivity,Marketing,A0002,34.0,0
T0001528,2024-12-04 08:28:48.524794,,Medium,Open,C012,Teams Issue,Customer Support,A0056,76.0,0
T0003277,2025-06-02 05:36:48.524794,2025-06-03 09:36:31.656357,P3,Closed,C003,LAN CONNECTIVITY,IT,A0042,130.0,0
T0004768,2025-11-06 21:43:48.524794,,P-2,In Progress,C002,VPN,Sales,A0008,139.0,0
T0001432,2024-11-24 07:42:48.524794,2024-11-24 21:36:10.694556,P2,Closed,C010,Alert - Security,Operations,A0005,149.0,0
T0000262,2024-07-26 20:45:48.524794,2024-07-27 03:29:09.533611,P3,Closed,C001,email issue,Engineering,A0005,25.0,0
T0004524,2025-10-11 11:55:48.524794,,P3,Pending User,C012,Teams Issue,Engineering,A0060,5.0,0
T0000128,2024-07-13 03:54:48.524794,,P3,In Progress,C005,Software Installation,Operations,A0033,76.0,0
T0002375,2025-02-28 07:18:48.524794,2025-02-28 14:53:57.918589,P-2,Resolved,C008,Application Failure,Legal,A0016,54.0,0
T0001151,2024-10-25 15:51:48.524794,,Medium,In Progress,C001,Outlook Issue,IT,A0047,13.0,0
T0004426,2025-09-30 17:31:48.524794,2025-10-01 00:42:34.060101,P1,Closed,C002,VPN / Remote Access,Customer Support,A0057,65.0,0
T0000395,2024-08-06 23:30:48.524794,,P4,Pending User,C008,application failure,IT,A0009,234.0,0
T0002910,2025-04-27 10:44:48.524794,2025-04-28 10:37:24.768308,P3,Closed,C009,Access Request,HR,A0029,1.0,0
T0004294,2025-09-16 17:24:48.524794,2025-09-19 02:11:41.407035,P4,Closed,C004,Pwd Reset,Operations,A0060,114.0,0
T0003798,2025-07-27 11:25:48.524794,2025-07-27 19:07:21.141631,P2,Closed,C002,VPN,Engineering,A0008,3.0,0
T0003540,2025-06-29 09:55:48.524794,,Medium,Open,C009,Access Request,Sales,A0021,59.0,0
T0000515,2024-08-18 06:31:48.524794,2024-08-18 08:15:44.740532,P1,Resolved,C006,hardware replacement,IT,A0048,57.0,0
T0002328,2025-02-23 09:27:48.524794,,P3,Open,C006,replace laptop ,Customer Support,A0031,29.0,0
T0000241,2024-07-24 04:56:48.524794,,P2,In Progress,C006,hardware replacement ,Operations,A0030,41.0,1
T0001691,2024-12-22 04:04:48.524794,2024-12-22 12:57:39.229656,P-3,Resolved,C008,Application Failure,Engineering,A0024,3.0,0
T0002536,2025-03-18 06:59:48.524794,2025-03-18 09:54:45.045498,P2,Closed,C012,TEAMS ISSUE ,Customer Support,A0040,20.0,0
T0000722,2024-09-09 15:14:48.524794,2024-09-10 21:23:55.567281,P3,Resolved,C009,Access Request,Operations,A0032,45.0,0
T0000726,2024-09-10 01:32:48.524794,2024-09-10 07:35:10.507327,P3,Closed,C011,Performance Issue,Customer Support,A0054,15.0,0
T0004388,2025-09-26 15:30:48.524794,,P3 ,Open,C001,Email Issue,Customer Support,A0032,51.0,0
T0002018,2025-01-24 16:24:48.524794,2025-01-26 14:17:33.662345,P3,Resolved,C008,App Crash,Finance,A0023,36.0,0
T0001022,2024-10-11 05:51:48.524794,,P3,Pending User,C004,PASSWORD RESET / ACCOUNT LOCK ,Procurement,A0017,105.0,0
T0000178,2024-07-18 18:34:48.524794,2024-07-18 21:42:01.185428,P2,Closed,C009,Access Req,Customer Support,A0058,76.0,1
T0000510,2024-08-17 20:54:48.524794,2024-08-20 05:21:12.230505,P4,Closed,C002,Remote Access,Marketing,A0059,91.0,0
T0003463,2025-06-22 04:55:48.524794,2025-06-24 19:12:46.783770,P-4,Closed,C012,Collaboration Tool,Sales,A0054,1.0,0
T0005028,2025-12-03 17:14:48.524794,,P3,In Progress,C011,Slowness,Finance,A0029,286.0,0
T0001903,2025-01-11 19:02:48.524794,,P3,Pending User,C008,APPLICATION FAILURE,Legal,A0022,,0
T0002691,2025-04-03 15:48:48.524794,2025-04-04 15:13:22.420397,P3,Closed,C001,Email Issue,HR,A0047,4.0,0
T0000217,2024-07-21 14:59:48.524794,,P3,PENDING USER,C004,Password Reset / Account Lock,Customer Support,A0005,103.0,0
T0002373,2025-02-28 05:23:48.524794,2025-02-28 08:13:05.765733,High,Closed,C001,EMAIL,Customer Support,A0022,69.0,0
T0000101,2024-07-10 04:46:48.524794,2024-07-10 21:58:02.926439,P2,Closed,C005,Software Installation,Human Resources,A0006,14.0,0
T0000895,2024-09-27 21:49:48.524794,2024-09-28 08:51:09.521500,P2,Closed,C010,Alert - Security,Operations,A0019,110.0,0
T0003669,2025-07-11 09:14:48.524794,2025-07-11 12:23:30.515959,P2,Closed,C012,Collaboration Tool,Sales,A0015,6.0,1
T0000652,2024-09-02 14:19:48.524794,2024-09-04 18:44:18.967099,P3 ,Closed,C002,Remote Access,Sales,A0035,19.0,0
T0002601,2025-03-25 15:43:48.524794,,P4,In Progress,C005,Install Software ,Sales,A0059,25.0,0
T0004876,2025-11-19 09:40:48.524794,2025-11-19 20:55:56.037033,P3,Closed,C009,New Access,Finance,A0040,21.0,0
T0003285,2025-06-02 21:58:48.524794,2025-06-03 13:55:25.822418,P4,Closed,C009,Access Req,Engineering,A0048,6.0,0
T0004921,2025-11-24 00:07:48.524794,2025-11-26 19:49:50.613993,P4,Closed,C004,Password Reset / Account Lock,Engineering,A0001,25.0,0
T0003341,2025-06-08 15:27:48.524794,,P2,In Progress,C009,Access Request,Human Resources,A0033,185.0,0
T0003450,2025-06-21 01:29:48.524794,2025-06-21 18:39:05.042427,P2,Closed,C009,ACCESS REQ,Engineering,A0034,1.0,0
T0005101,2025-12-11 03:42:48.524794,2025-12-11 06:32:09.476277,P2,Resolved,C009,Access Req,Operations,A0004,6.0,0
T0003536,2025-06-28 22:33:48.524794,2025-06-29 14:36:36.322227,P3,Closed,C006,Replace Laptop,Marketing,A0011,79.0,0
T0001940,2025-01-16 11:01:48.524794,2025-01-16 13:27:14.031000,P2,Closed,C009,Access Req,HR,A0042,304.0,0
T0002126,2025-02-03 05:43:48.524794,2025-02-04 13:19:20.061165,P4,Closed,C009,Access Request,Engineering,A0017,98.0,0
T0000059,2024-07-06 02:11:48.524794,2024-07-06 17:35:56.709495,P3,Resolved,C001,Email Issue,Customer Support,A0020,44.0,1
T0003156,2025-05-21 10:32:48.524794,2025-05-23 08:57:42.643130,P3,Resolved,C001,Outlook Issue,Marketing,A0039,105.0,0
T0005059,2025-12-06 04:23:48.524794,2025-12-06 19:59:21.191437,P3,Resolved,C003,Wifi Issue,Engineering,A0046,53.0,0
T0003520,2025-06-27 16:25:48.524794,2025-07-04 16:10:29.390386,P4,Resolved,C001,Outlook Issue,Finance,A0003,11.0,1
T0004229,2025-09-10 06:06:48.524794,,P3,In-Progress,C004,Pwd Reset,HR,A0036,71.0,0
T0002909,2025-04-27 05:20:48.524794,2025-04-29 00:32:24.826571,P3,Closed,C002,VPN / Remote Access,Marketing,A0059,,0
T0001185,2024-10-29 11:33:48.524794,,Low,PENDING USER,C009,Access Request,IT,A0041,145.0,0
T0004972,2025-11-28 18:17:48.524794,2025-11-30 07:30:56.270297,P4,Closed,C006,Hardware Replacement,Customer Support,A0023,,0
T0001056,2024-10-15 03:52:48.524794,2024-10-15 15:19:21.532870,High,Resolved,C008,App Crash,Operations,A0020,4.0,0
T0003933,2025-08-10 10:19:48.524794,2025-08-10 13:01:46.518428,Critical,Closed,C001,Email,Engineering,A0021,113.0,1
T0004141,2025-09-02 18:19:48.524794,2025-09-03 11:14:06.858481,P3,Closed,C011,Performance / Slowness,Marketing,A0038,4.0,0
T0001688,2024-12-21 21:08:48.524794,,Medium,Open,C011,performance / slowness,HR,A0014,43.0,0
T0004704,2025-10-29 20:36:48.524794,,Medium,Pending User,C001,Email,Finance,A0031,,0
T0004173,2025-09-05 20:23:48.524794,,P4,In Progress,C002,Remote Access ,Engineering,A0042,71.0,0
T0004678,2025-10-26 22:23:48.524794,2025-10-27 22:21:53.295687,P3,Resolved,C011,Slowness,Sales,A0017,15.0,0
T0002742,2025-04-08 21:54:48.524794,,P2,In Progress,C008,Application Failure,HR,A0049,49.0,0
T0000049,2024-07-05 09:26:48.524794,2024-07-07 16:36:46.733124,Medium,Resolved,C006,REPLACE LAPTOP,IT,A0047,1.0,0
T0002286,2025-02-18 19:36:48.524794,,P-2,In Progress,C003,WIFI ISSUE,Operations,A0050,40.0,0
T0003136,2025-05-19 20:53:48.524794,2025-05-19 22:09:31.665933,P1,Closed,C011,Performance / Slowness,Legal,A0046,84.0,0
T0003497,2025-06-25 05:34:48.524794,2025-06-25 08:30:21.459408,P2,Resolved,C006,Replace Laptop,Sales,A0027,1.0,0
T0003248,2025-05-30 17:05:48.524794,2025-05-30 18:57:01.776647,P2,Resolved,C011,Performance / Slowness,Finance,A0014,40.0,0
T0001975,2025-01-20 05:41:48.524794,,P3,In Progress,C007,Printer / Peripheral,Marketing,A0048,32.0,0
T0003080,2025-05-14 20:15:48.524794,2025-05-15 20:44:27.528071,Low,Closed,C012,MS Teams / Collaboration,Finance,A0048,30.0,0
T0004770,2025-11-07 02:02:48.524794,2025-11-07 07:48:02.272925,P3,Closed,C008,Application Crash,Sales,A0035,33.0,0
T0000167,2024-07-17 11:28:48.524794,2024-07-19 00:31:39.062535,P4,Closed,C005,Software Install,Sales,A0025,22.0,0
T0001236,2024-11-03 06:17:48.524794,2024-11-05 12:47:23.983848,P4,Resolved,C003,WIFI ISSUE,Legal,A0046,118.0,0
T0000250,2024-07-25 16:06:48.524794,,P3,In Progress,C011,slowness,Finance,A0043,91.0,0
T0002030,2025-01-25 17:45:48.524794,,P3,In Progress,C004,PASSWORD RESET / ACCOUNT LOCK,HR,A0049,101.0,0
T0001162,2024-10-26 14:51:48.524794,,Medium,Open,C008,App Crash,Operations,A0014,28.0,0
T0002228,2025-02-13 09:23:48.524794,,P3,In Progress,C008,Application Failure ,HR,A0050,119.0,1
T0003045,2025-05-10 12:59:48.524794,2025-05-11 04:43:08.764152,P3,Closed,C010,Security Incident,IT,A0058,,0
